text_id	entity_id	name	category	positions
19396518	T2	We aimed to detect causative pathogens in cerebrospinal fluid (CSF) collected from patients diagnosed with bacterial meningitis by real-time polymerase chain reaction (PCR). In addition to Streptococcus pneumoniae, Haemophilus influenzae, and Mycoplasma pneumoniae described previously, five other pathogens, Neisseria meningitidis, Escherichia coli, Streptococcus agalactiae, Staphylococcus aureus, and Listeria monocytogenes, were targeted, based on a large-scale surveillance in Japan. Results in CSF from neonates and children (n=150), and from adults (n=18) analyzed by real-time PCR with molecular beacon probes were compared with those of conventional culturing. The total time from DNA extraction from CSF to PCR analysis was 1.5 h. The limit of detection for these pathogens ranged from 5 copies to 28 copies per tube. Nonspecific positive reactions were not recognized for 37 microorganisms in clinical isolates as a negative control. The pathogens were detected in 72.0% of the samples by real-time PCR, but in only 48.2% by culture, although the microorganisms were completely concordant. With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%). The detection rate with PCR was significantly better than that with cultures in patients with antibiotic administration (chi2=18.3182; P=0.0000). In conclusion, detection with real-time PCR is useful for rapidly identifying the causative pathogens of meningitis and for examining the clinical course of chemotherapy.	Paragraph	105 1735
19396518	T3	pathogens	Phenotype	35 44
19396518	T4	pathogens	Phenotype	134 143
19396518	T5	cerebrospinal fluid	Habitat	147 166
19396518	T6	CSF	Habitat	168 171
19396518	T7	patients diagnosed with bacterial meningitis	Habitat	188 232
19396518	T8	Streptococcus pneumoniae	Microorganism	294 318
19396518	T9	Haemophilus influenzae	Microorganism	320 342
19396518	T10	Mycoplasma pneumoniae	Microorganism	348 369
19396518	T11	pathogens	Phenotype	403 412
19396518	T12	Neisseria meningitidis	Microorganism	414 436
19396518	T13	Escherichia coli	Microorganism	438 454
19396518	T14	Streptococcus agalactiae	Microorganism	456 480
19396518	T15	Staphylococcus aureus	Microorganism	482 503
19396518	T16	Listeria monocytogenes	Microorganism	509 531
19396518	T17	CSF from neonates and children	Habitat	605 635
19396518	T18	CSF from adults	Habitat	605 608;649 660
19396518	T19	neonates	Habitat	614 622
19396518	T20	children	Habitat	627 635
19396518	T21	adults	Habitat	654 660
19396518	T22	CSF	Habitat	815 818
19396518	T23	pathogens	Phenotype	879 888
19396518	T24	clinical	Habitat	1009 1017
19396518	T25	pathogens	Phenotype	1054 1063
19396518	T26	H. influenzae	Microorganism	1252 1265
19396518	T27	CSF	Habitat	1271 1274
19396518	T28	S. pneumoniae	Microorganism	1307 1320
19396518	T29	S. agalactiae	Microorganism	1330 1343
19396518	T30	E. coli	Microorganism	1352 1359
19396518	T31	L. monocytogenes	Microorganism	1368 1384
19396518	T32	M. pneumoniae	Microorganism	1397 1410
19396518	T33	patients with antibiotic administration	Habitat	1499 1538
19396518	T34	pathogens	Phenotype	1657 1666
F-23224222-006	T1	Streptococcus thermophilus	Microorganism	50 76
F-23224222-006	T2	raw milk	Habitat	91 99
F-23224222-006	T3	raw milk  cheese from dairy A	Habitat	91 120
F-23224222-006	T4	dairy	Habitat	113 118
F-23224222-006	T5	thermophilic	Phenotype	139 151
F-23224222-006	T6	lactic acid bacterium	Phenotype	152 173
F-23224222-006	T7	mesophilic	Phenotype	199 209
F-23224222-006	T8	LAB	Phenotype	210 213
F-23224222-006	T9	starter culture	Habitat	214 229
F-23224222-006	T10	raw milk cheese from dairy A	Habitat	258 286
F-23224222-006	T11	raw milk	Habitat	258 266
F-23224222-006	T12	dairy	Habitat	279 284
F-23224222-006	T13	Str. thermophilus	Microorganism	302 319
F-23224222-006	T14	GM17 agar	Habitat	347 356
F-23224222-006	T15	Str. thermophilus	Microorganism	430 447
F-23224222-006	T16	LAB	Phenotype	523 526
F-23224222-006	T17	starter culture	Habitat	527 542
F-23224222-006	T18	Str. thermophilus	Microorganism	586 603
F-23224222-006	T19	raw milk	Habitat	624 632
F-23224222-006	T20	raw milk	Habitat	686 694
F-23224222-006	T21	Str. thermophilus	Microorganism	722 739
F-23224222-006	T22	Str. thermophilus	Microorganism	775 792
F-23224222-006	T23	milk	Habitat	823 827
F-23224222-006	T24	cheese	Habitat	846 852
F-26678131-003	T1	Cheeses	Habitat	0 7
F-26678131-003	T2	Lb. plantarum (FH3)	Microorganism	41 60
F-26678131-003	T3	H. alvei (B16)	Microorganism	62 76
F-26678131-003	T4	Lc. lactis (D5.3)	Microorganism	78 95
F-26678131-003	T5	dextran-producing	Phenotype	118 135
F-26678131-003	T6	Leuconostoc	Microorganism	136 147
F-26678131-003	T7	Lactococcus	Microorganism	149 160
F-26678131-003	T8	Lactobacillus	Microorganism	162 175
F-26678131-003	T9	Pseudomonas	Microorganism	209 220
F-26678131-003	T10	Gram negative	Phenotype	221 234
F-26678131-003	T11	Pseudomonas	Microorganism	306 317
F-26678131-003	T12	Gram positive	Phenotype	320 333
F-26678131-003	T13	catalase positive	Phenotype	334 351
F-25496341-003	T1	Streptococcus infantarius	Microorganism	63 88
F-25496341-003	T2	Western African fermented milks	Habitat	104 135
F-25496341-003	T3	3AG	Microorganism	162 165
F-25496341-003	T4	11FA	Microorganism	170 174
F-25496341-003	T5	infant	Habitat	221 227
F-25496341-003	T6	infant feces	Habitat	221 233
F-25496341-003	T7	ATCC BAA-102	Microorganism	236 248
F-25496341-003	T8	CJ18	Microorganism	265 269
F-25496341-003	T9	Eastern African  fermented milk	Habitat	285 316
16263187	T1	Ability of Lactobacillus gasseri K 7 to inhibit Escherichia coli adhesion in vitro on Caco-2 cells and ex vivo on pigs' jejunal tissue.	Title	0 135
16263187	T2	The ability of Lactobacillus (Lb.) gasseri K 7 to inhibit adhesion of Escherichia coli O8:K88 to intestinal mucosa was studied on cultured Caco-2 cells and ex vivo on pigs' small intestinal tissue. Lactobacilli were added simultaneously with E. coli, before E. coli and after E. coli for competition, exclusion and displacement assays. The concentration of lactobacilli on fully differentiated Caco-2 cells was 4.5+/-0.3 x 10(8) cfu/well, while the concentration of E. coli varied from 1.5 x 10(6) to 4.3 x 10(8) cfu/well. The number of E. coli adhered to Caco-2 monolayer (cfu/well) was lineary correlated (R(2)=0.97) to the concentration of added cells. In the assay simulating exclusion, E. coli adhesion was reduced by Lb. gasseri K 7 strain by 0.1 to 0.6 log cfu/well. The binding of E. coli was inhibited even more when incubated simultaneously with lactobacilli, particularly at the lowest concentration of E. coli (ratio E. coli/lactobacilli 1:248), where five-times reduction (or 0.7 log) was observed. When adhesion to tissue derived from pigs' jejunum was tested, concentration of E. coli was constant (6.9+/-0.14 x 10(7) cfu/ml), while the concentration of Lb. gasseri K 7 was 5.9 x 10(7) and 1.3 x 10(7) cfu/ml in two independent experiments, respectively. The adhesion of E. coli and Lb. gasseri K 7 cells to jejunal mucosa was similar (1.0+/-0.17 x 10(6) and 1.54+/-0.10 x 10(6) cfu/cm(2)) when the concentrations of single strains in suspensions were approximately the same. No significant competition, exclusion or displacement of E. coli by lactobacilli was observed on jejunal tissue. In conclusion, Lb. gasseri K 7 was found to be effective in reducing E. coli adhesion to Caco-2 enterocytes, but it was not able to do so in ex vivo conditions tested for pig jejunal tissue.	Paragraph	136 1930
16263187	T3	Lactobacillus gasseri K 7	Microorganism	11 36
16263187	T4	Escherichia coli	Microorganism	48 64
16263187	T5	adhesion	Phenotype	65 73
16263187	T6	Caco-2 cells	Habitat	86 98
16263187	T7	pigs' jejunal tissue	Habitat	114 134
16263187	T8	pigs	Habitat	114 118
16263187	T9	jejunal	Habitat	120 127
16263187	T10	Lactobacillus (Lb.) gasseri K 7	Microorganism	151 182
16263187	T11	adhesion	Phenotype	194 202
16263187	T12	Escherichia coli O8:K88	Microorganism	206 229
16263187	T13	intestinal mucosa	Habitat	233 250
16263187	T14	intestinal	Habitat	233 243
16263187	T15	cultured Caco-2 cells	Habitat	266 287
16263187	T16	pigs' small intestinal tissue	Habitat	303 332
16263187	T17	pigs	Habitat	303 307
16263187	T18	small intestinal	Habitat	309 325
16263187	T19	Lactobacilli	Microorganism	334 346
16263187	T20	E. coli	Microorganism	378 385
16263187	T21	E. coli	Microorganism	394 401
16263187	T22	E. coli	Microorganism	412 419
16263187	T23	lactobacilli	Microorganism	493 505
16263187	T24	fully differentiated Caco-2 cells	Habitat	509 542
16263187	T25	E. coli	Microorganism	602 609
16263187	T26	E. coli	Microorganism	673 680
16263187	T27	Caco-2	Habitat	692 698
16263187	T28	E. coli	Microorganism	827 834
16263187	T29	adhesion	Phenotype	835 843
16263187	T30	Lb. gasseri K 7	Microorganism	859 874
16263187	T31	binding	Phenotype	914 921
16263187	T32	E. coli	Microorganism	925 932
16263187	T33	lactobacilli	Microorganism	992 1004
16263187	T34	E. coli	Microorganism	1050 1057
16263187	T35	E. coli	Microorganism	1065 1072
16263187	T36	lactobacilli	Microorganism	1073 1085
16263187	T37	adhesion	Phenotype	1153 1161
16263187	T38	tissue derived from pigs' jejunum	Habitat	1165 1198
16263187	T39	pigs' jejunum	Habitat	1185 1198
16263187	T40	pigs	Habitat	1185 1189
16263187	T41	E. coli	Microorganism	1228 1235
16263187	T42	Lb. gasseri K 7	Microorganism	1305 1320
16263187	T43	adhesion	Phenotype	1410 1418
16263187	T44	E. coli	Microorganism	1422 1429
16263187	T45	Lb. gasseri K 7	Microorganism	1434 1449
16263187	T46	jejunal	Habitat	1459 1466
16263187	T47	jejunal mucosa	Habitat	1459 1473
16263187	T48	E. coli	Microorganism	1684 1691
16263187	T49	lactobacilli	Microorganism	1695 1707
16263187	T50	jejunal	Habitat	1724 1731
16263187	T51	jejunal tissue	Habitat	1724 1738
16263187	T52	Lb. gasseri K 7	Microorganism	1755 1770
16263187	T53	E. coli	Microorganism	1809 1816
16263187	T54	adhesion	Phenotype	1817 1825
16263187	T55	Caco-2 enterocytes	Habitat	1829 1847
16263187	T56	pig jejunal tissue	Habitat	1911 1929
16263187	T57	pig	Habitat	1911 1914
16263187	T58	jejunal	Habitat	1915 1922
17687514	T1	Unveiling molecular mechanisms of bacterial surface proteins: Streptococcus pneumoniae as a model organism for structural studies.	Title	0 130
17687514	T2	Bacteria present a variety of molecules either on their surface or in a cell-free form. These molecules take part in numerous processes in the interactions with their host, with its tissues and other molecules. These molecules are essential to bacterial pathogenesis either during colonization or the spread/invasion stages, and most are virulence factors. This review is focused on such molecules using Streptococcus pneumoniae, a Gram-positive bacterium, as an example. Selected surface proteins are introduced, their structure described, and, whenever available, their mechanisms of function on an atomic level are explained. Such mechanisms for hyaluronate lyase, pneumococcal surface protein A, pneumolysin, histidine-triad and fibronectin-binding proteins are discussed. Elucidation of molecular mechanisms of virulence factors is essential for the understanding of bacteria and their functional properties. Structural biology appears pivotal for these studies, as structural and mechanistic insights facilitate rational approach to the development of new treatments.	Paragraph	131 1204
17687514	T3	Streptococcus pneumoniae	Microorganism	62 86
17687514	T4	bacterial pathogenesis	Phenotype	375 397
17687514	T5	virulence	Phenotype	469 478
17687514	T6	Streptococcus pneumoniae	Microorganism	535 559
17687514	T7	Gram-positive	Phenotype	563 576
17687514	T8	virulence	Phenotype	947 956
F-22177851-001	T1	P. celer	Microorganism	20 28
F-22177851-001	T2	cheese	Habitat	73 79
F-22177851-001	T3	P. celer	Microorganism	282 290
F-22177851-001	T4	H. alvei	Microorganism	436 444
F-22177851-001	T5	bacterial community	Habitat	480 499
22834551	T1	The effect of Artemisia annua on broiler performance, on intestinal microbiota and on the course of a Clostridium perfringens infection applying a necrotic enteritis disease model.	Title	0 180
22834551	T2	The aerial parts of the plant Artemisia annua contain essential oils having antimicrobial properties against Clostridium perfringens Type A, the causal agent for necrotic enteritis in broilers. In two experiments, the influence of increasing dietary concentrations of dried A. annua leaves (0, 5, 10 and 20 g/kg) and n-hexane extract from fresh A. annua leaves (0, 125, 250 and 500 mg/kg) on broiler performance was investigated. Dried plant material decreased feed intake and body weight in a dose-dependent manner, and 10 and 20 g/kg diet tended to improve the feed conversion ratio. The n-hexane extract also reduced feed intake, but broiler weight tended to decrease only at the highest dietary concentration. The feed conversion ratio tended to improve when birds received 250 and 500 mg/kg n-hexane extract. In a third experiment, a necrotic enteritis disease model was applied to investigate the effect of the dietary addition of dried A. annua leaves (10 g/kg on top) or n-hexane extract of A. annua (250 mg/kg) on the severity of the disease in broilers. The addition of n-hexane extract reduced the intestinal C. perfringens numbers and the severity of the disease-related small intestinal lesions. Over the infection period from day 17 to day 27, birds supplemented with the n-hexane extract gained more weight than both the challenged control birds and birds receiving dried plant material. The results indicate that n-hexane extracts derived from A. annua can modulate the course of necrotic enteritis and compensate to a certain extent for the disease-associated weight losses.	Paragraph	181 1772
22834551	T3	Artemisia annua	Habitat	14 29
22834551	T4	broiler	Habitat	33 40
22834551	T5	intestinal microbiota	Habitat	57 78
22834551	T6	intestinal	Habitat	57 67
22834551	T7	Clostridium perfringens	Microorganism	102 125
22834551	T8	aerial parts of the plant Artemisia annua	Habitat	185 226
22834551	T9	plant Artemisia annua	Habitat	205 226
22834551	T10	essential oils	Habitat	235 249
22834551	T11	Clostridium perfringens Type A	Microorganism	290 320
22834551	T12	broilers	Habitat	365 373
22834551	T13	dried A. annua leaves	Habitat	449 470
22834551	T14	A. annua	Habitat	455 463
22834551	T15	n-hexane extract from fresh A. annua leaves	Habitat	498 541
22834551	T16	fresh A. annua leaves	Habitat	520 541
22834551	T17	A. annua	Habitat	526 534
22834551	T18	broiler	Habitat	573 580
22834551	T19	Dried plant material	Habitat	611 631
22834551	T20	plant	Habitat	617 622
22834551	T21	feed	Habitat	642 646
22834551	T22	body	Habitat	658 662
22834551	T23	feed	Habitat	744 748
22834551	T24	n-hexane extract	Habitat	771 787
22834551	T25	feed	Habitat	801 805
22834551	T26	broiler	Habitat	818 825
22834551	T27	feed	Habitat	899 903
22834551	T28	birds	Habitat	944 949
22834551	T29	n-hexane extract	Habitat	977 993
22834551	T30	dried A. annua leaves	Habitat	1118 1139
22834551	T31	A. annua	Habitat	1124 1132
22834551	T32	n-hexane extract of A. annua	Habitat	1160 1188
22834551	T33	A. annua	Habitat	1180 1188
22834551	T34	broilers	Habitat	1235 1243
22834551	T35	n-hexane extract	Habitat	1261 1277
22834551	T36	intestinal	Habitat	1290 1300
22834551	T37	C. perfringens	Microorganism	1301 1315
22834551	T38	small intestinal	Habitat	1364 1380
22834551	T39	small intestinal lesions	Habitat	1364 1388
22834551	T40	birds supplemented with the n-hexane extract	Habitat	1439 1483
22834551	T41	n-hexane extract	Habitat	1467 1483
22834551	T42	challenged control birds	Habitat	1517 1541
22834551	T43	birds receiving dried plant material	Habitat	1546 1582
22834551	T44	dried plant material	Habitat	1562 1582
22834551	T45	plant	Habitat	1568 1573
22834551	T46	n-hexane extracts derived from A. annua	Habitat	1610 1649
22834551	T47	A. annua	Habitat	1641 1649
F-25496341-008	T1	cheese	Habitat	83 89
F-25496341-008	T2	Penicillium camemberti  FM 013	Microorganism	107 137
F-25496341-008	T3	smear-ripened cheeses	Habitat	232 253
F-25496341-008	T4	mould-ripened cheese	Habitat	353 373
F-25496341-008	T5	plant	Habitat	386 391
F-25496341-008	T6	surface of the blue-veined cheese	Habitat	396 429
F-25496341-008	T7	blue-veined cheese	Habitat	411 429
F-25496341-008	T8	Arthrobacter bergerei Ca106	Microorganism	467 494
F-25496341-008	T9	cheeses	Habitat	567 574
F-25496341-008	T10	Psychrobacter	Microorganism	576 589
F-25496341-008	T11	cheese	Habitat	626 632
F-25496341-008	T12	Cheese	Habitat	634 640
F-25496341-008	T13	thermophilic lactic starter culture	Habitat	677 712
F-25496341-008	T14	thermophilic	Phenotype	677 689
F-25496341-008	T15	Streptococcus thermophilus	Microorganism	720 746
F-25496341-008	T16	Lactobacillus delbrueckii	Microorganism	751 776
F-25496341-008	T17	lactic acid bacteria	Phenotype	803 823
F-25496341-008	T18	cheeses	Habitat	854 861
F-25496341-008	T19	Lactococcus lactis	Microorganism	872 890
F-25496341-008	T20	lactic acid bacterium	Phenotype	908 929
F-25496341-008	T21	Psychrobacter aquimaris	Microorganism	1014 1037
F-25496341-008	T22	Brachybacterium tyrofermentans	Microorganism	1039 1069
F-25496341-008	T23	Corynebacterium ammoniagenes	Microorganism	1071 1099
F-25496341-008	T24	Brevibacterium antiquum	Microorganism	1101 1124
F-25496341-008	T25	Microbacterium gubbeenense	Microorganism	1126 1152
F-25496341-008	T26	Brochothrix thermosphacta	Microorganism	1154 1179
F-25496341-008	T27	Marinilactibacillus psychrotolerans	Microorganism	1184 1219
F-25496341-008	T28	cheeses	Habitat	1246 1253
23855904	T1	Widespread acquisition of antimicrobial resistance among Campylobacter isolates from UK retail poultry and evidence for clonal expansion of resistant lineages.	Title	0 159
23855904	T2	Antimicrobial resistance is increasing among clinical Campylobacter cases and is common among isolates from other sources, specifically retail poultry - a major source of human infection. In this study the antimicrobial susceptibility of isolates from a UK-wide survey of Campylobacter in retail poultry in 2001 and 2004-5 was investigated. The occurrence of phenotypes resistant to tetracycline, quinolones (ciprofloxacin and naladixic acid), erythromycin, chloramphenicol and aminoglycosides was quantified. This was compared with a phylogeny for these isolates based upon Multi Locus Sequence Typing (MLST) to investigate the pattern of antimicrobial resistance acquisition.	Paragraph	160 837
23855904	T3	Antimicrobial resistance was present in all lineage clusters, but statistical testing showed a non-random distribution. Erythromycin resistance was associated with Campylobacter coli. For all antimicrobials tested, resistant isolates were distributed among relatively distant lineages indicative of widespread acquisition. There was also evidence of clustering of resistance phenotypes within lineages; indicative of local expansion of resistant strains.	Paragraph	838 1292
23855904	T4	These results are consistent with the widespread acquisition of antimicrobial resistance among chicken associated Campylobacter isolates, either through mutation or horizontal gene transfer, and the expansion of these lineages as a proportion of the population. As Campylobacter are not known to multiply outside of the host and long-term carriage in humans is extremely infrequent in industrialized countries, the most likely location for the proliferation of resistant lineages is in farmed chickens.	Paragraph	1293 1795
23855904	T5	antimicrobial resistance	Phenotype	26 50
23855904	T6	Campylobacter	Microorganism	57 70
23855904	T7	UK retail poultry	Habitat	85 102
23855904	T8	resistant	Phenotype	140 149
23855904	T9	Antimicrobial resistance	Phenotype	160 184
23855904	T10	clinical	Habitat	205 213
23855904	T11	Campylobacter	Microorganism	214 227
23855904	T12	retail poultry	Habitat	296 310
23855904	T13	human	Habitat	331 336
23855904	T14	antimicrobial susceptibility	Phenotype	366 394
23855904	T15	Campylobacter	Microorganism	432 445
23855904	T16	retail poultry	Habitat	449 463
23855904	T17	resistant to erythromycin	Phenotype	530 542;604 616
23855904	T18	resistant to chloramphenicol	Phenotype	530 542;618 633
23855904	T19	resistant to quinolones	Phenotype	530 542;557 567
23855904	T20	resistant to naladixic acid	Phenotype	530 542;587 601
23855904	T21	resistant to aminoglycosides	Phenotype	530 542;638 653
23855904	T22	resistant to ciprofloxacin	Phenotype	530 542;569 582
23855904	T23	resistant to tetracycline	Phenotype	530 555
23855904	T24	antimicrobial resistance	Phenotype	800 824
23855904	T25	Antimicrobial resistance	Phenotype	838 862
23855904	T26	Erythromycin resistance	Phenotype	958 981
23855904	T27	Campylobacter coli	Microorganism	1002 1020
23855904	T28	resistant	Phenotype	1053 1062
23855904	T29	resistance	Phenotype	1202 1212
23855904	T30	resistant	Phenotype	1274 1283
23855904	T31	antimicrobial resistance	Phenotype	1357 1381
23855904	T32	chicken	Habitat	1388 1395
23855904	T33	Campylobacter	Microorganism	1407 1420
23855904	T34	Campylobacter	Microorganism	1558 1571
23855904	T35	humans	Habitat	1644 1650
23855904	T36	resistant	Phenotype	1754 1763
23855904	T37	farmed chickens	Habitat	1779 1794
F-22177851-011	T1	community containing H. alvei	Habitat	4 33
F-22177851-011	T2	H. alvei	Microorganism	25 33
F-22177851-011	T3	P. celer	Microorganism	355 363
F-22177851-011	T4	community without P. celer	Habitat	430 456
F-22177851-011	T5	P. celer	Microorganism	448 456
11437594	T1	Optimization of the production of Chondrus crispus hexose oxidase in Pichia pastoris.	Title	0 85
11437594	T2	Hexose oxidase (D-hexose:O(2)-oxidoreductase, EC 1.1.3.5, HOX) normally found in the red alga Chondrus crispus was produced heterologously in different host systems. Full-length HOX polypeptide was produced in Escherichia coli, but no HOX activity could be detected. In contrast, active HOX could be produced in the methylotrophic yeast Pichia pastoris. Several growth physiological and genetic approaches for optimization of hexose oxidase production in P. pastoris were investigated. Our results indicate that specific growth conditions are essential in order to produce active HOX with the correct conformation. Furthermore, HOX seems to be activated by proteolytic cleavage of the full-length polypeptide chain into two fragments, which remain physically associated. Attempts to direct HOX to the extracellular compartment using the widely used secretion signals from Saccharomyces cerevisiae invertase or alpha-mating factor failed. However, we show in this study that HOX is transported out of P. pastoris via a hitherto unknown mechanism and that it is possible to enhance this secretion by mutagenesis from below the detection limit to at least 250 mg extracellular enzyme per liter.	Paragraph	86 1277
11437594	T3	Chondrus crispus	Habitat	34 50
11437594	T4	Pichia pastoris	Microorganism	69 84
11437594	T5	red alga Chondrus crispus	Habitat	171 196
11437594	T6	Escherichia coli	Microorganism	296 312
11437594	T7	HOX activity	Phenotype	321 333
11437594	T8	methylotrophic	Phenotype	402 416
11437594	T9	Pichia pastoris	Microorganism	423 438
11437594	T10	hexose oxidase production	Phenotype	512 537
11437594	T11	P. pastoris	Microorganism	541 552
11437594	T12	Saccharomyces cerevisiae	Microorganism	958 982
11437594	T13	alpha-mating	Phenotype	996 1008
11437594	T14	P. pastoris	Microorganism	1086 1097
F-27020288-000	T1	production of exopolysaccharides	Phenotype	4 36
F-27020288-000	T2	LAB	Phenotype	40 43
F-27020288-000	T3	Streptococcus thermophilus	Microorganism	127 153
F-27020288-000	T4	Lactobacillus plantarum	Microorganism	157 180
F-27020288-000	T5	Lactococcus lactis	Microorganism	309 327
F-27020288-000	T6	Pediococcus damnsosus	Microorganism	332 353
F-27020288-000	T7	L. plantarum WCFS1	Microorganism	493 511
F-27020288-000	T8	surface polysaccharide production	Phenotype	539 572
24251551	T1	Structure of MurNAc 6-phosphate hydrolase (MurQ) from Haemophilus influenzae with a bound inhibitor.	Title	0 100
24251551	T2	The breakdown and recycling of peptidoglycan, an essential polymeric cell structure, occur in a number of bacterial species. A key enzyme in the recycling pathway of one of the components of the peptidoglycan layer, N-acetylmuramic acid (MurNAc), is MurNAc 6-phosphate hydrolase (MurQ). This enzyme catalyzes the cofactor-independent cleavage of a relatively nonlabile ether bond and presents an interesting target for mechanistic studies. Open chain product and substrate analogues were synthesized and tested as competitive inhibitors (K(is) values of 1.1 ± 0.3 and 0.23 ± 0.02 mM, respectively) of the MurNAc 6P hydrolase from Escherichia coli (MurQ-EC). To identify the roles of active site residues that are important for catalysis, the substrate analogue was cocrystallized with the MurNAc 6P hydrolase from Haemophilus influenzae (MurQ-HI) that was amenable to crystallographic studies. The cocrystal structure of MurQ-HI with the substrate analogue showed that Glu89 was located in the proximity of both the C2 atom and the oxygen at the C3 position of the bound inhibitor and that no other potential acid/base residue that could act as an active site acid/base was located in the vicinity. The conserved residues Glu120 and Lys239 were found within hydrogen bonding distance of the C5 hydroxyl group and C6 phosphate group, suggesting that they play a role in substrate binding and ring opening. Combining these results with previous biochemical data, we propose a one-base mechanism of action in which Glu89 functions to both deprotonate at the C2 position and assist in the departure of the lactyl ether at the C3 position. This same residue would serve to deprotonate the incoming water and reprotonate the enolate in the second half of the catalytic cycle.	Paragraph	101 1870
24251551	T3	Haemophilus influenzae	Microorganism	54 76
24251551	T4	Escherichia coli	Microorganism	731 747
24251551	T5	Haemophilus influenzae	Microorganism	915 937
F-22177851-005	T1	Proteus vulgaris  1 M10	Microorganism	20 43
F-22177851-005	T2	model cheese	Habitat	168 180
F-22177851-005	T3	human	Habitat	260 265
F-22177851-005	T4	Gram-negative	Phenotype	469 482
F-22177851-005	T5	Psychrobacter celer	Microorganism	493 512
F-22177851-005	T6	H. alvei	Microorganism	517 525
F-22177851-005	T7	microbial populations	Habitat	568 589
F-22177851-005	T8	surface of experimental smear soft  cheese	Habitat	631 673
F-22177851-005	T9	experimental smear soft  cheese	Habitat	642 673
F-22177851-005	T10	cheeses	Habitat	709 716
8607503	T1	Non-O1 Vibrio cholerae bacteremia in patients with cirrhosis: 5-yr experience from a single medical center.	Title	0 107
8607503	T2	To assess the clinical features and susceptibility of cirrhotic patients to non-O1 Vibrio cholerae bacteremia and to provide our therapeutic experiences in this rare and high lethal infection.	Paragraph	108 300
8607503	T3	Twenty-eight blood culture isolates of non-O1 V. cholerae were identified by our clinical microbiology laboratory between July 1989 and June 1994. Patients with underlying cirrhosis and the aforementioned bacteremia were retrospectively reviewed.	Paragraph	301 547
8607503	T4	Twenty-one cirrhotic patients (16 male, five female; mean age, 50.9 yr; range 28-67 yr) were identified and classified as Child B (6 cases) and Child C (15 cases). Bacteremic episodes occurred most often from March to September. Seafood ingestion (seven cases) and seawater exposure (two cases) were risk factors, but nosocomial infections were also noted in six cases. Presenting symptoms and signs included ascites (95.2%), fever (81%), abdominal pain (52.4%), diarrhea (33.3%), and cellulitis with bullae formation (19%). Concurrent spontaneous bacterial peritonitis was determined in 10 cases, seven with positive ascites cultures. Antibiotic therapy (either cephalothin with gentamicin or ceftriaxone alone) cured most of the bacteremic episodes. The overall case-fatality rate was 23.8%, but 75% of the deaths were observed in patients with skin manifestation.	Paragraph	548 1414
8607503	T5	Patients with decompensated cirrhosis are susceptible to non-O1 V. cholerae bacteremia and should not ingest raw seafood or expose skin wounds to salt water. A high index of suspicion and early administration of antibiotics may lower the mortality rate.	Paragraph	1415 1668
8607503	T6	Non-O1 Vibrio cholerae	Microorganism	0 22
8607503	T7	patients with cirrhosis	Habitat	37 60
8607503	T8	medical center	Habitat	92 106
8607503	T9	cirrhotic patients	Habitat	162 180
8607503	T10	non-O1 Vibrio cholerae	Microorganism	184 206
8607503	T11	blood	Habitat	314 319
8607503	T12	blood culture	Habitat	314 327
8607503	T13	non-O1 V. cholerae	Microorganism	340 358
8607503	T14	clinical microbiology laboratory	Habitat	382 414
8607503	T15	Patients with underlying cirrhosis and the aforementioned bacteremia	Habitat	448 516
8607503	T16	cirrhotic patients (16 male, five female; mean age, 50.9 yr; range 28-67 yr)	Habitat	559 635
8607503	T17	Child B	Habitat	670 677
8607503	T18	Child C	Habitat	692 699
8607503	T19	Seafood	Habitat	777 784
8607503	T20	seawater	Habitat	813 821
8607503	T21	nosocomial	Habitat	866 876
8607503	T22	ascites	Habitat	957 964
8607503	T23	abdominal	Habitat	987 996
8607503	T24	ascites	Habitat	1166 1173
8607503	T25	patients with skin manifestation	Habitat	1381 1413
8607503	T26	skin	Habitat	1395 1399
8607503	T27	Patients with decompensated cirrhosis	Habitat	1415 1452
8607503	T28	non-O1 V. cholerae	Microorganism	1472 1490
8607503	T29	raw seafood	Habitat	1524 1535
8607503	T30	skin wounds	Habitat	1546 1557
8607503	T31	skin	Habitat	1546 1550
8607503	T32	salt water	Habitat	1561 1571
6143890	T1	Rapid detection with monoclonal antibodies of Chlamydia trachomatis in urethral smears and urine sediments.	Title	0 107
6143890	T2	Chlamydia trachomatis	Microorganism	46 67
6143890	T3	urethral	Habitat	71 79
6143890	T4	urethral smears	Habitat	71 86
6143890	T5	urine	Habitat	91 96
6143890	T6	urine sediments	Habitat	91 106
8997164	T1	Gamma/delta T lymphocytes in the BCG granulomatous lesions.	Title	0 59
