category,word,dic,obt
Phenotype,antimicrobial resistance,OntoBiotope,002337
Microorganism,Campylobacter,NCBI_Taxonomy,194
Habitat,UK retail poultry,OntoBiotope,002199
Phenotype,resistant,OntoBiotope,002337
Phenotype,Antimicrobial resistance,OntoBiotope,002337
Habitat,clinical,OntoBiotope,003220
Microorganism,Campylobacter,NCBI_Taxonomy,194
Habitat,retail poultry,OntoBiotope,002199
Habitat,human,OntoBiotope,002488
Phenotype,antimicrobial susceptibility,OntoBiotope,002338
Microorganism,Campylobacter,NCBI_Taxonomy,194
Habitat,retail poultry,OntoBiotope,002199
Phenotype,resistant to erythromycin,OntoBiotope,002790
Phenotype,resistant to chloramphenicol,OntoBiotope,002772
Phenotype,resistant to quinolones,OntoBiotope,002840
Phenotype,resistant to naladixic acid,OntoBiotope,002823
Phenotype,resistant to aminoglycosides,OntoBiotope,002760
Phenotype,resistant to ciprofloxacin,OntoBiotope,002773
Phenotype,resistant to tetracycline,OntoBiotope,002869
Phenotype,antimicrobial resistance,OntoBiotope,002337
Phenotype,Antimicrobial resistance,OntoBiotope,002337
Phenotype,Erythromycin resistance,OntoBiotope,002790
Microorganism,Campylobacter coli,NCBI_Taxonomy,195
Phenotype,resistant,OntoBiotope,002337
Phenotype,resistance,OntoBiotope,002337
Phenotype,resistant,OntoBiotope,002337
Phenotype,antimicrobial resistance,OntoBiotope,002337
Habitat,chicken,OntoBiotope,002394
Microorganism,Campylobacter,NCBI_Taxonomy,194
Microorganism,Campylobacter,NCBI_Taxonomy,194
Habitat,humans,OntoBiotope,002488
Phenotype,resistant,OntoBiotope,002337
Habitat,farmed chickens,OntoBiotope,003314
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,susceptible individuals,OntoBiotope,002488
Phenotype,resistant to most clinically available antimicrobials,OntoBiotope,002337
Microorganism,P. aeruginosa PAO1,NCBI_Taxonomy,208964
Phenotype,pathogen,OntoBiotope,002806
Paragraph,An outbreak investigation included a standardized exposure questionnaire admitted to all patients and medical chart abstraction. Isolates were tested for antimicrobial susceptibility and pulsed-field gel electrophoresis (PFGE).,,
Paragraph,"During 1 October 2009-30 November 2009, 37 Israeli travelers returning from Nepal were diagnosed with S. Paratyphi A bacteremia. All 37 case isolates had an identical pattern on PFGE, and all were nalidixic acid resistant. Only 1 food venue was frequented by all the outbreak cases, with the largest number of exposures occurring around the Jewish New Year. All patients recovered without complications. Time to defervescence in 17 patients treated with ceftriaxone and azithromycin combination was 3.2 days (¡À 1.7), whereas in 13 cases treated with ceftriaxone monotherapy, the time to defervescence was 6.6 days (¡À 1.8; P < .001).",,
Paragraph,"A point-source, ""Paratyphoid Mary""-like outbreak was identified among Israeli travelers to Nepal. Combination Ceftriaxone-Azithromycin therapy may provide a therapeutic advantage over monotherapy, and merits further clinical trials.",,
Microorganism,Salmonella Paratyphi A,NCBI_Taxonomy,54388
Habitat,israeli travelers,OntoBiotope,003308
Microorganism,Salmonella Paratyphi A,NCBI_Taxonomy,54388
Habitat,travelers,OntoBiotope,003308
Microorganism,S. Paratyphi A,NCBI_Taxonomy,54388
Habitat,Israeli travelers,OntoBiotope,003308
Habitat,patients,OntoBiotope,003269
Phenotype,antimicrobial susceptibility,OntoBiotope,002338
Habitat,Israeli travelers,OntoBiotope,003308
Microorganism,S. Paratyphi A,NCBI_Taxonomy,54388
Phenotype,nalidixic acid resistant,OntoBiotope,002823
Habitat,food venue,OntoBiotope,000607
Habitat,food,OntoBiotope,000094
Habitat,patients,OntoBiotope,003269
Habitat,patients treated with ceftriaxone and azithromycin combination,OntoBiotope,003269
Habitat,cases treated with ceftriaxone monotherapy,OntoBiotope,003269
Habitat,Israeli travelers,OntoBiotope,003308
Microorganism,Haemophilus influenzae,NCBI_Taxonomy,727
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Microorganism,Haemophilus influenzae,NCBI_Taxonomy,727
Phenotype,lytic,OntoBiotope,000107
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,Salmonella enterica serovar Typhimurium,NCBI_Taxonomy,90371
Habitat,chickens,OntoBiotope,003314
Microorganism,Salmonella Typhimurium lytic bacteriophage,NCBI_Taxonomy,12333
Microorganism,Salmonella Typhimurium,NCBI_Taxonomy,90371
Phenotype,lytic,OntoBiotope,000107
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Habitat,chicken,OntoBiotope,003314
Habitat,chicken faecal material,OntoBiotope,001102
Microorganism,Salmonella,NCBI_Taxonomy,590
Habitat,chickens,OntoBiotope,003314
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,Siphoviridae,NCBI_Taxonomy,10699
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,S. Hadar,NCBI_Taxonomy,149385
Phenotype,lytic activity,OntoBiotope,000107
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Habitat,host cells,OntoBiotope,000061
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Habitat,host cells,OntoBiotope,000061
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Habitat,intracloacal,OntoBiotope,001488
Habitat,chickens,OntoBiotope,000700
Habitat,chickens,OntoBiotope,003314
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,Salmonella,NCBI_Taxonomy,590
Microorganism,S. Typhimurium,NCBI_Taxonomy,90371
Microorganism,Salmonella,NCBI_Taxonomy,590
Habitat,visceral organs,OntoBiotope,000364
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Habitat,caecal,OntoBiotope,001471
Habitat,caecal wall of the chicks,OntoBiotope,001006
Habitat,chicks,OntoBiotope,000700
Habitat,chicks,OntoBiotope,003314
Habitat,chicks,OntoBiotope,003263
Microorganism,¦µ st1,NCBI_Taxonomy,12333
Microorganism,Salmonella,NCBI_Taxonomy,590
Habitat,caecal content of chickens,OntoBiotope,001470
Habitat,caecal,OntoBiotope,001471
Habitat,chickens,OntoBiotope,003314
Paragraph,"We performed parallel searches in OVID Medline for studies that reported the time to documented clearance of MRSA and VRE colonization in the absence of treatment, published between January 1990 and July 2012.",,
Paragraph,"For MRSA, we screened 982 articles, identified 16 eligible studies (13 observational studies and 3 randomized controlled trials), for a total of 1,804 non-duplicated subjects. For VRE, we screened 284 articles, identified 13 eligible studies (12 observational studies and 1 randomized controlled trial), for a total of 1,936 non-duplicated subjects. Studies reported varying definitions of clearance of colonization; no study reported time of initial colonization. Studies varied in the frequency of sampling, assays used for sampling, and follow-up period. The median duration of total follow-up was 38?weeks for MRSA and 25?weeks for VRE. Based on pooled analyses, the model-estimated median time to clearance was 88?weeks after documented colonization for MRSA-colonized patients and 26?weeks for VRE-colonized patients. In a secondary analysis, clearance rates for MRSA and VRE were compared by restricting the duration of follow-up for the MRSA studies to the maximum observed time point for VRE studies (43?weeks). With this restriction, the model-fitted median time to documented clearance for MRSA would occur at 41?weeks after documented colonization, demonstrating the sensitivity of the pooled estimate to length of study follow-up.",,
Paragraph,"Few available studies report the natural history of MRSA and VRE colonization. Lack of a consistent definition of clearance, uncertainty regarding the time of initial colonization, variation in frequency of sampling for persistent colonization, assays employed and variation in duration of follow-up are limitations of the existing published literature. The heterogeneity of study characteristics limits interpretation of pooled estimates of time to clearance, however, studies included in this review suggest an increase in documented clearance over time, a result which is sensitive to duration of follow-up.",,
Phenotype,methicillin-resistant,OntoBiotope,002817
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,vancomycin-resistant,OntoBiotope,002874
Microorganism,Enterococcus,NCBI_Taxonomy,1350
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,methicillin-resistant,OntoBiotope,002817
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,vancomycin-resistant,OntoBiotope,002874
Microorganism,Enterococcus,NCBI_Taxonomy,1350
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Habitat,patient,OntoBiotope,003269
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Habitat,MRSA-colonized patients,OntoBiotope,003269
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Habitat,VRE-colonized patients,OntoBiotope,003269
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,VRE,OntoBiotope,002874
Microorganism,VRE,NCBI_Taxonomy,1350
Habitat,eukaryotic cell,OntoBiotope,000061
Habitat,cell,OntoBiotope,000061
Habitat,cell,OntoBiotope,000061
Habitat,cell,OntoBiotope,000061
Habitat,macrophage cell line,OntoBiotope,002995
Habitat,macrophage cell line,OntoBiotope,000062
Habitat,384-well screening plates,OntoBiotope,000103
Microorganism,Legionella pneumophila,NCBI_Taxonomy,446
Habitat,host cell,OntoBiotope,002995
Habitat,cell,OntoBiotope,002995
Microorganism,Methylocella,NCBI_Taxonomy,120652
Phenotype,methanotrophs,OntoBiotope,001205
Phenotype,ability to grow simultaneously on methane and longer chain alkanes,OntoBiotope,001205
Microorganism,Methylocella silvestris,NCBI_Taxonomy,199596
Microorganism,Methylocella,NCBI_Taxonomy,199596
Habitat,upper respiratory tract,OntoBiotope,000936
Microorganism,Mycoplasma,NCBI_Taxonomy,2093
Habitat,free-ranging gopher tortoises,OntoBiotope,001828
Habitat,Gopherus polyphemus,OntoBiotope,001828
Habitat,Upper respiratory tract,OntoBiotope,000936
Habitat,gopher tortoise,OntoBiotope,001828
Habitat,Gopherus polyphemus,OntoBiotope,001828
Habitat,"Georgia, USA tortoise populations",OntoBiotope,001828
Microorganism,Mycoplasma agassizii,NCBI_Taxonomy,33922
Microorganism,Mycoplasma testudineum,NCBI_Taxonomy,244584
Habitat,Georgia tortoise populations,OntoBiotope,001828
Microorganism,M. agassizii,NCBI_Taxonomy,33922
Microorganism,M. testudineum,NCBI_Taxonomy,244584
Habitat,tortoises,OntoBiotope,001828
Phenotype,pathogens,OntoBiotope,002669
Habitat,tortoises,OntoBiotope,001828
Habitat,tortoises,OntoBiotope,001828
Habitat,tortoises,OntoBiotope,001828
Microorganism,M. testudineum,NCBI_Taxonomy,244584
Phenotype,pathogenicity,OntoBiotope,002669
Habitat,gopher tortoises,OntoBiotope,001828
Microorganism,M. agassizii,NCBI_Taxonomy,33922
Microorganism,M. testudineum,NCBI_Taxonomy,244584
Habitat,Georgia populations of gopher tortoises,OntoBiotope,001828
Phenotype,pathogens,OntoBiotope,002669
Phenotype,pathogens,OntoBiotope,002669
Phenotype,pathogens,OntoBiotope,002669
Habitat,tortoise populations,OntoBiotope,001828
Habitat,tortoises,OntoBiotope,001828
Microorganism,Mycobacterium tuberculosis,NCBI_Taxonomy,1773
Habitat,apoptotic cells,OntoBiotope,000061
Habitat,DCs,OntoBiotope,002785
Microorganism,Mycobacterium tuberculosis,NCBI_Taxonomy,1773
Microorganism,Mtb,NCBI_Taxonomy,1773
Habitat,DC,OntoBiotope,002785
Habitat,DCs,OntoBiotope,002785
Habitat,DC,OntoBiotope,002785
Habitat,Annexin1-deficient mice,OntoBiotope,003211
Microorganism,Mtb,NCBI_Taxonomy,1773
Microorganism,Mtb,NCBI_Taxonomy,1773
Habitat,CD8+ T cell,OntoBiotope,001623
Microorganism,Mtb,NCBI_Taxonomy,1773
Habitat,Mtb-infected human blood monocyte-derived DCs,OntoBiotope,002785
Habitat,Mtb-infected human blood,OntoBiotope,000521
Habitat,human,OntoBiotope,002488
Habitat,human blood monocyte,OntoBiotope,003001
Microorganism,Mtb,NCBI_Taxonomy,1773
Microorganism,Mtb,NCBI_Taxonomy,1773
Habitat,DC,OntoBiotope,002785
Phenotype,hydrogen cyanide (HCN) and ammonia (NH?) emitted,OntoBiotope,000019
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Phenotype,hydrogen cyanide (HCN) production,OntoBiotope,000019
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Microorganism,P. aeruginosa,NCBI_Taxonomy,287
Phenotype,production of ammonia (NH3),OntoBiotope,000019
Habitat,clinical,OntoBiotope,003220
Habitat,patients with CF,OntoBiotope,003220
Phenotype,pathogens,OntoBiotope,002806
Habitat,lungs of CF patients,OntoBiotope,000716
Habitat,airways of CF patients,OntoBiotope,000408
Habitat,CF patients,OntoBiotope,003220
Phenotype,Hydrogen cyanide production,OntoBiotope,000019
Microorganism,P. aeruginosa,NCBI_Taxonomy,287
Microorganism,P. aeruginosa,NCBI_Taxonomy,1276719
Phenotype,produced HCN,OntoBiotope,000019
Phenotype,HCN production,OntoBiotope,000019
Microorganism,Burkholderia cepacia,NCBI_Taxonomy,292
Phenotype,produced HCN,OntoBiotope,000019
Phenotype,pathogens,OntoBiotope,000375
Microorganism,Aspergillus fumigatus,NCBI_Taxonomy,746128
Microorganism,Stenotrophomonas maltophilia,NCBI_Taxonomy,40324
Microorganism,Mycobacterium abscessus,NCBI_Taxonomy,36809
Phenotype,HCN production,OntoBiotope,000019
Habitat,fish,OntoBiotope,002793
Phenotype,fish pathogen,OntoBiotope,002669
Microorganism,Vibrio salmonicida,NCBI_Taxonomy,40269
Habitat,fish farm sediments,OntoBiotope,001430
Habitat,fish,OntoBiotope,002903
Habitat,fish farm,OntoBiotope,000630
Habitat,fish,OntoBiotope,002793
Phenotype,fish pathogen,OntoBiotope,002669
Microorganism,Vibrio salmonicida,NCBI_Taxonomy,40269
Habitat,fish farm sediments,OntoBiotope,001430
Habitat,fish farm,OntoBiotope,000630
Habitat,fish,OntoBiotope,002903
Habitat,polyclonal rabbit serum,OntoBiotope,000524
Habitat,rabbit,OntoBiotope,002572
Microorganism,Vibrio,NCBI_Taxonomy,662
Habitat,intestinal tracts of healthy fish,OntoBiotope,000641
Habitat,healthy fish,OntoBiotope,002793
Habitat,sediments,OntoBiotope,001430
Microorganism,V. salmonicida,NCBI_Taxonomy,40269
Habitat,sediment samples from diseased farms,OntoBiotope,001430
Habitat,diseased farms,OntoBiotope,000630
Habitat,sediment sample from a disease-free fish farm,OntoBiotope,001430
Habitat,disease-free fish farm,OntoBiotope,000630
Habitat,fish,OntoBiotope,002903
Microorganism,V. salmonicida,NCBI_Taxonomy,40269
Habitat,sediments,OntoBiotope,001430
Habitat,fish,OntoBiotope,002903
Habitat,fish farming,OntoBiotope,000630
Habitat,rabbit,OntoBiotope,002572
Habitat,rabbit serum,OntoBiotope,000524
Habitat,rabbit serum,OntoBiotope,002572
Habitat,rabbit serum,OntoBiotope,000524
Habitat,rabbit,OntoBiotope,002572
Phenotype,Gram-positive,OntoBiotope,000649
Phenotype,Gram-negative,OntoBiotope,000648
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Habitat,clinical,OntoBiotope,003220
Habitat,"clinical materials (amniotic fluid, intrauterine secretions, exudates of the pelvic dead space) of patients with various infections",OntoBiotope,000039
Habitat,amniotic fluid,OntoBiotope,000485
Habitat,intrauterine,OntoBiotope,000692
Habitat,exudates of the pelvic dead space,OntoBiotope,000215
Habitat,pelvic dead space,OntoBiotope,000463
Habitat,patients with various infections,OntoBiotope,003269
Habitat,body,OntoBiotope,000214
Habitat,body fluids,OntoBiotope,000215
Habitat,genital,OntoBiotope,000643
Habitat,genital tissues,OntoBiotope,000196
Habitat,tissues,OntoBiotope,000196
Habitat,tissue,OntoBiotope,000196
Phenotype,pathogens,OntoBiotope,000375
Habitat,genital tissues,OntoBiotope,000196
Habitat,genital,OntoBiotope,000643
Phenotype,Gram-positive,OntoBiotope,000649
Phenotype,cocci,OntoBiotope,000850
Phenotype,Gram-negative,OntoBiotope,000648
Phenotype,anaerobes,OntoBiotope,000189
Habitat,women with genital infections,OntoBiotope,003269
Habitat,women with genital infections,OntoBiotope,003463
Habitat,genital,OntoBiotope,000643
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Habitat,Spheroplasts,OntoBiotope,000061
Microorganism,Pseudomonas aeruginosa,NCBI_Taxonomy,287
Habitat,20% sucrose,OntoBiotope,000106
Habitat,0.2 m MgCl(2),OntoBiotope,000106
Habitat,spheroplasts,OntoBiotope,000061
Habitat,0.2 m Mg(2+),OntoBiotope,000106
Habitat,20% sucrose,OntoBiotope,000106
Habitat,sucrose,OntoBiotope,000106
Habitat,sucrose-lysozyme preparations,OntoBiotope,000106
Habitat,spheroplasts,OntoBiotope,000061
Habitat,20% sucrose,OntoBiotope,000106
Habitat,sucrose,OntoBiotope,000106
Habitat,sucrose-lysozyme,OntoBiotope,000106
Habitat,sucrose-lysozyme prepared spheroplasts,OntoBiotope,000061
Habitat,sucrose-washed cells,OntoBiotope,000061
Microorganism,P. aeruginosa,NCBI_Taxonomy,287
Microorganism,Coxiella burnetii,NCBI_Taxonomy,777
Habitat,Purified preparations of Coxiella burnetii,OntoBiotope,000007
Microorganism,Coxiella burnetii,NCBI_Taxonomy,777
Habitat,C. burnetii extracts,OntoBiotope,000007
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,normal yolk sacs,OntoBiotope,001387
Habitat,normal yolk sacs,OntoBiotope,001387
Habitat,infected yolk sacs,OntoBiotope,001387
Habitat,normal yolk sacs,OntoBiotope,001387
Habitat,infected yolk sacs,OntoBiotope,001387
Habitat,C. burnetii extract,OntoBiotope,000007
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,Macaca mulatta infected with virulent Mycobacterium tuberculosis,OntoBiotope,002201
Microorganism,bacille Calmette Guerin,NCBI_Taxonomy,33892
Habitat,bacille Calmette Guerin cell wall vaccine,OntoBiotope,000464
Phenotype,virulent,OntoBiotope,002669
Microorganism,Mycobacterium tuberculosis,NCBI_Taxonomy,1773
,,OntoBiotope,002201
Habitat,pediatric,OntoBiotope,003188
Habitat,pediatric,OntoBiotope,003220
Habitat,respiratory,OntoBiotope,000407
Habitat,respiratory,OntoBiotope,000407
Habitat,pediatric,OntoBiotope,003188
Habitat,pediatric,OntoBiotope,003220
Habitat,children less than 2 years of age,OntoBiotope,003188
Habitat,children less than 2 years of age,OntoBiotope,003220
Habitat,children greater than 9 years of age who had lower respiratory illness,OntoBiotope,003220
Habitat,children greater than 9 years of age who had lower respiratory illness,OntoBiotope,003188
Habitat,respiratory,OntoBiotope,000407
Habitat,Males,OntoBiotope,003248
Habitat,Males,OntoBiotope,003220
Habitat,females,OntoBiotope,003259
Habitat,females,OntoBiotope,003220
Habitat,males,OntoBiotope,003248
Habitat,males,OntoBiotope,003220
Phenotype,nonbacterial pathogen,OntoBiotope,000375
Habitat,patients with WARI,OntoBiotope,003188
Habitat,patients with WARI,OntoBiotope,003220
Habitat,respiratory,OntoBiotope,000407
Microorganism,respiratory syncytial virus,NCBI_Taxonomy,12814
Microorganism,parainfluenza virus types 1,NCBI_Taxonomy,12730
Microorganism,parainfluenza virus types 3,NCBI_Taxonomy,11216
Microorganism,adenoviruses,NCBI_Taxonomy,10508
Microorganism,Mycoplasma pneumoniae,NCBI_Taxonomy,2104
Habitat,Patient,OntoBiotope,003220
Habitat,Patient,OntoBiotope,003188
Phenotype,cause of WARI in children under 5 years of age,OntoBiotope,002806
Habitat,children under 5 years of age,OntoBiotope,003188
Habitat,children under 5 years of age,OntoBiotope,003220
Microorganism,RSV,NCBI_Taxonomy,12814
Microorganism,Mycoplasma pneumoniae,NCBI_Taxonomy,2104
Habitat,school age children with wheezing illness,OntoBiotope,003188
Habitat,school age children with wheezing illness,OntoBiotope,003220
Habitat,diagnosticians,OntoBiotope,003321
Habitat,researchers,OntoBiotope,003338
Habitat,respiratory,OntoBiotope,000407
Habitat,Hospital S. Camillo De Lellis,OntoBiotope,002714
,,NCBI_Taxonomy,613
Habitat,Pelecypod,OntoBiotope,001651
Habitat,people,OntoBiotope,003269
Microorganism,Vibrio cholerae O:1,NCBI_Taxonomy,127906
Habitat,household,OntoBiotope,000315
Habitat,household contacts of the patients,OntoBiotope,002488
Habitat,patients,OntoBiotope,003269
Habitat,people with V. cholerae O:1 infection,OntoBiotope,003269
Microorganism,V. cholerae O:1,NCBI_Taxonomy,127906
Habitat,marine bivalves,OntoBiotope,001651
Habitat,marine,OntoBiotope,000338
Habitat,arselle,OntoBiotope,001651
Habitat,pelecypods,OntoBiotope,001651
Habitat,arselle,OntoBiotope,001651
Microorganism,V. cholerae O:1,NCBI_Taxonomy,127906
Habitat,water,OntoBiotope,000468
Habitat,bivalves,OntoBiotope,001215
Habitat,bivalves,OntoBiotope,001651
Habitat,lagoon on the outskirts of the city of Cagliari,OntoBiotope,003213
Habitat,outskirts of the city of Cagliari,OntoBiotope,000232
Habitat,Arselle,OntoBiotope,001651
Habitat,urethral,OntoBiotope,000938
Habitat,urethral smears,OntoBiotope,000863
Habitat,urine,OntoBiotope,001367
Habitat,urine sediments,OntoBiotope,000007
,,NCBI_Taxonomy,813
Microorganism,Chlamydia trachomatis,NCBI_Taxonomy,813
Microorganism,C. psittaci,NCBI_Taxonomy,83554
Habitat,McCoy cells,OntoBiotope,000061
Habitat,McCoy cells,OntoBiotope,000062
Habitat,clinical,OntoBiotope,003220
Microorganism,Chlamydia trachomatis,NCBI_Taxonomy,813
Microorganism,C. psittaci,NCBI_Taxonomy,83554
Habitat,cycloheximide-treated McCoy cells,OntoBiotope,000062
Habitat,cycloheximide-treated McCoy cells,OntoBiotope,000061
Microorganism,C. trachomatis,NCBI_Taxonomy,813
Habitat,clinical,OntoBiotope,003220
Microorganism,C. psittaci,NCBI_Taxonomy,83554
Microorganism,C. trachomatis,NCBI_Taxonomy,813
Microorganism,C. psittaci,NCBI_Taxonomy,83554
Microorganism,C. trachomatis,NCBI_Taxonomy,813
Habitat,cases of trachoma,OntoBiotope,003269
Microorganism,serotypes B,NCBI_Taxonomy,813
Microorganism,serotypes A,NCBI_Taxonomy,813
Microorganism,serotypes C,NCBI_Taxonomy,813
Habitat,oculogenital,OntoBiotope,000364
Microorganism,serotypes D-I,NCBI_Taxonomy,813
Microorganism,C. psittaci,NCBI_Taxonomy,83554
Microorganism,chlamydiae,NCBI_Taxonomy,83554
Microorganism,chlamydiae,NCBI_Taxonomy,813
Microorganism,Arhodomonas aquaeolei,NCBI_Taxonomy,2369
Phenotype,aerobic,OntoBiotope,000179
Phenotype,halophilic,OntoBiotope,000656
Habitat,subterranean brine,OntoBiotope,000156
Habitat,subterranean brine,OntoBiotope,002769
Microorganism,Arhodomonas aquaeolei,NCBI_Taxonomy,2369
Habitat,petroleum,OntoBiotope,001058
Habitat,petroleum reservoir production fluid,OntoBiotope,001058
Habitat,petroleum reservoir,OntoBiotope,001711
Phenotype,obligately halophilic,OntoBiotope,001233
Phenotype,aerobic,OntoBiotope,000179
Phenotype,gram-negative,OntoBiotope,000648
Phenotype,oval rod-shaped,OntoBiotope,000563
Phenotype,motile,OntoBiotope,000117
Phenotype,catalase positive,OntoBiotope,000222
Phenotype,oxidase positive,OntoBiotope,000785
Microorganism,Arhodomonas,NCBI_Taxonomy,2368
Microorganism,Proteobacteria,NCBI_Taxonomy,1224
Microorganism,A. aquaeolei,NCBI_Taxonomy,2369
Microorganism,purple sulfur bacteria,NCBI_Taxonomy,1046
Microorganism,Ectothiorhodospira,NCBI_Taxonomy,1051
Microorganism,Chromatium,NCBI_Taxonomy,1047
Phenotype,phototrophic,OntoBiotope,000805
Habitat,phototrophic microorganism,OntoBiotope,000114
Habitat,subterranean environment,OntoBiotope,000156
Microorganism,strain HA-1,NCBI_Taxonomy,2369
Microorganism,ATCC 49307,NCBI_Taxonomy,2369
Habitat,duodenal ulcers,OntoBiotope,001533
Habitat,duodenal,OntoBiotope,001534
Microorganism,Helicobacter pylori,NCBI_Taxonomy,210
Habitat,parietal cell,OntoBiotope,000061
Habitat,HCl secretion,OntoBiotope,000863
Habitat,gastroduodenal ulcers,OntoBiotope,001533
Habitat,gastroduodenal,OntoBiotope,000642
Habitat,patients with duodenal ulcers,OntoBiotope,003220
Habitat,duodenal,OntoBiotope,001534
Habitat,duodenal ulcers,OntoBiotope,001533
Habitat,duodenal ulcers,OntoBiotope,001533
Habitat,duodenal,OntoBiotope,001534
Microorganism,Helicobacter pylori,NCBI_Taxonomy,210
Habitat,antrum,OntoBiotope,001128
Habitat,antral,OntoBiotope,001128
Habitat,chronic duodenal ulcers,OntoBiotope,001533
Habitat,duodenal,OntoBiotope,001534
Habitat,ulcers,OntoBiotope,001533
Habitat,subjects with ulcers and bulbitis,OntoBiotope,003220
Habitat,ulcers,OntoBiotope,001533
Habitat,patients,OntoBiotope,003220
Habitat,ulcer,OntoBiotope,001533
Habitat,patients,OntoBiotope,003269
Microorganism,H. pylori,NCBI_Taxonomy,210
Habitat,patients,OntoBiotope,003269
Habitat,patients,OntoBiotope,003220
Microorganism,H. pylori,NCBI_Taxonomy,210
Habitat,Respiratory,OntoBiotope,000407
Microorganism,Kingella kingae,NCBI_Taxonomy,504
Habitat,healthy children,OntoBiotope,003188
Habitat,healthy children,OntoBiotope,002712
Microorganism,Kingella kingae,NCBI_Taxonomy,504
Phenotype,invasive pathogen of young children,OntoBiotope,002806
Habitat,young children,OntoBiotope,003188
Habitat,respiratory tract,OntoBiotope,000407
Habitat,normal flora of children,OntoBiotope,000113
Habitat,children,OntoBiotope,003188
Habitat,throat,OntoBiotope,000918
Habitat,throat cultures,OntoBiotope,000110
Habitat,nasopharyngeal cultures,OntoBiotope,000110
Habitat,nasopharyngeal,OntoBiotope,000757
Habitat,cohorts of children,OntoBiotope,003188
Habitat,day-care center,OntoBiotope,000963
Microorganism,K. kingae,NCBI_Taxonomy,504
Habitat,throat cultures,OntoBiotope,000110
Habitat,throat,OntoBiotope,000918
Habitat,children ages 6 months to 14 years,OntoBiotope,003184
Habitat,children ages 6 months to 14 years,OntoBiotope,003188
Habitat,hospitalized,OntoBiotope,002714
Habitat,healthy infants younger than 6 months,OntoBiotope,003263
Habitat,healthy infants younger than 6 months,OntoBiotope,002712
Habitat,well-baby-care clinic,OntoBiotope,002694
Habitat,baby,OntoBiotope,003184
Habitat,throat cultures,OntoBiotope,000110
