dict_type,entity_id,pred,pred_entity_name,real,real_entity_name,score,text_id
OntoBiotope,T22,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,19622846
NCBI_Taxonomy,T21,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,19622846
OntoBiotope,T23,"['OBT:002817', 'OBT:002920']","['resistant', 'resistant']","['OBT:002817', 'OBT:002920']","['meticillin resistant', 'oxacillin resistant']",1.0,19622846
OntoBiotope,T24,['OBT:000767'],"[""inmates' nasal""]",['OBT:000767'],['nose'],1.0,19622846
OntoBiotope,T25,['OBT:003291'],['inmates'],['OBT:003291'],['inmate'],1.0,19622846
OntoBiotope,T27,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,19622846
NCBI_Taxonomy,T26,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,19622846
OntoBiotope,T28,['OBT:000695'],['correctional facilities'],['OBT:000695'],['jail'],1.0,19622846
OntoBiotope,T30,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,19622846
NCBI_Taxonomy,T29,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,19622846
OntoBiotope,T3,['OBT:000765'],['peripheral nerves'],['OBT:000765'],['nerve'],1.0,20005916
OntoBiotope,T4,['OBT:001251'],['peripheral nervous system'],['OBT:001251'],['peripheral nervous system'],1.0,20005916
OntoBiotope,T5,['OBT:001251'],['PNS'],['OBT:001251'],['peripheral nervous system'],1.0,20005916
OntoBiotope,T6,['OBT:000765'],['nerve'],['OBT:000765'],['nerve'],1.0,20005916
OntoBiotope,T7,['OBT:000647'],['Schwann cells'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T8,['OBT:000647'],['glial cells of the PNS'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T9,['OBT:001251'],['PNS'],['OBT:001251'],['peripheral nervous system'],1.0,20005916
OntoBiotope,T10,['OBT:000647'],['Schwann cells'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T11,['OBT:000765'],['nerve'],['OBT:000765'],['nerve'],1.0,20005916
OntoBiotope,T12,['OBT:000970'],['nerve injury'],['OBT:000970'],['wound'],1.0,20005916
OntoBiotope,T13,['OBT:000647'],['Schwann cell'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T14,['OBT:000765'],['nerve'],['OBT:000765'],['nerve'],1.0,20005916
OntoBiotope,T15,['OBT:002488'],['human'],['OBT:002488'],['human'],1.0,20005916
NCBI_Taxonomy,T16,['1769'],['Mycobacterium leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
OntoBiotope,T17,['OBT:000647'],['Schwann cells of the adult PNS'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T18,['OBT:003245'],['adult'],['OBT:003245'],['adult human'],1.0,20005916
OntoBiotope,T19,['OBT:001251'],['adult PNS'],['OBT:001251'],['peripheral nervous system'],1.0,20005916
NCBI_Taxonomy,T20,['1769'],['M. leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
OntoBiotope,T21,['OBT:000647'],['myelinated Schwann cells'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T22,['OBT:000970'],['injury'],['OBT:000970'],['wound'],1.0,20005916
NCBI_Taxonomy,T23,['1769'],['M. leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
OntoBiotope,T24,['OBT:000647'],['myelin-free cells'],['OBT:000647'],['glial cell'],1.0,20005916
NCBI_Taxonomy,T25,['1769'],['M. leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
NCBI_Taxonomy,T26,['1769'],['M. leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
OntoBiotope,T27,['OBT:000647'],['cell'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T28,['OBT:000647'],['infected cells'],['OBT:000647'],['glial cell'],1.0,20005916
OntoBiotope,T29,['OBT:003245'],['adult'],['OBT:003245'],['adult human'],1.0,20005916
OntoBiotope,T30,['OBT:000647'],['adult Schwann cells'],['OBT:000647'],['glial cell'],1.0,20005916
NCBI_Taxonomy,T31,['1769'],['M. leprae'],['1769'],"['Bacillus leprae', 'Mycobacterium leprae', 'Mycobacterium leprae (Hansen 1880) Lehmann and Neumann 1896', '""Bacillus leprae"" Hansen 1880']",1.0,20005916
OntoBiotope,T32,['OBT:001251'],['PNS'],['OBT:001251'],['peripheral nervous system'],1.0,20005916
NCBI_Taxonomy,T6,['263'],['Francisella tularensis LVS'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
OntoBiotope,T7,['OBT:002995'],['murine macrophage'],['OBT:002995'],['macrophage'],1.0,20073421
OntoBiotope,T8,['OBT:002530'],['murine'],['OBT:002530'],['murine'],1.0,20073421
OntoBiotope,T9,['OBT:000062'],['murine macrophage-like cell line J774'],['OBT:000062'],['cell culture'],1.0,20073421
NCBI_Taxonomy,T10,['263'],['Francisella tularensis'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
OntoBiotope,T11,['OBT:002806'],['causative agent of human tularemia'],['OBT:002806'],['human pathogen'],1.0,20073421
OntoBiotope,T12,['OBT:002488'],['human'],['OBT:002488'],['human'],1.0,20073421
OntoBiotope,T13,['OBT:000195'],['ability to proliferate inside the human cells'],['OBT:000195'],['animal hosted'],1.0,20073421
OntoBiotope,T14,['OBT:002488'],['human'],['OBT:002488'],['human'],1.0,20073421
OntoBiotope,T15,['OBT:000061'],['human cells'],['OBT:000061'],['cell'],1.0,20073421
NCBI_Taxonomy,T16,['263'],['F. tularensis LVS'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
OntoBiotope,T17,['OBT:000062'],['macrophage-like cell line J774'],['OBT:000062'],['cell culture'],1.0,20073421
OntoBiotope,T18,['OBT:002995'],['macrophage'],['OBT:002995'],['macrophage'],1.0,20073421
NCBI_Taxonomy,T19,['110766'],['E. coli'],['110766'],['Entamoeba coli'],1.0,20073421
OntoBiotope,T20,"['OBT:002995', 'OBT:000062']","['J774 cells', 'J774 cells']","['OBT:002995', 'OBT:000062']","['macrophage', 'cell culture']",1.0,20073421
NCBI_Taxonomy,T21,['263'],['F. tularensis'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
NCBI_Taxonomy,T22,['263'],['F. tularensis'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
OntoBiotope,T23,"['OBT:002995', 'OBT:000062']","['J774 cell line', 'J774 cell line']","['OBT:002995', 'OBT:000062']","['macrophage', 'cell culture']",1.0,20073421
NCBI_Taxonomy,T24,['263'],['F. tularensis'],['263'],"['""Brucella tularensis"" (McCoy and Chapin 1912) Topley and Wilson 1929', 'GIEM Schu', 'Francisella tularense', ""Francisella tularensis (McCoy and Chapin 1912) Dorofe'ev 1947"", 'Francisella tularensis', 'Bacterium tularense', '""Francisella tularense"" (sic) (McCoy and Chapin 1912) Dorofe\'ev 1947', 'strain B-38', '""Bacterium tularense"" McCoy and Chapin 1912', 'Pasteurella tularensis', '""Pasteurella tularensis"" (McCoy and Chapin 1912) Bergey et al. 1923', 'ATCC 6223', 'Brucella tularensis']",1.0,20073421
OntoBiotope,T3,['OBT:000801'],['professional phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T4,['OBT:000061'],['host cells'],['OBT:000061'],['cell'],1.0,20148898
OntoBiotope,T5,['OBT:000019'],['Type III secretion'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,20148898
OntoBiotope,T6,['OBT:000648'],['Gram-negative'],['OBT:000648'],['gram-negative'],1.0,20148898
OntoBiotope,T7,['OBT:000375'],['bacterial pathogens'],['OBT:000375'],['pathogen'],1.0,20148898
OntoBiotope,T8,['OBT:000061'],['host cells'],['OBT:000061'],['cell'],1.0,20148898
OntoBiotope,T9,['OBT:000375'],['pathogens'],['OBT:000375'],['pathogen'],1.0,20148898
NCBI_Taxonomy,T10,['633'],['Yersinia pseudotuberculosis'],['633'],"['DSM 22972 [[Pasteurella lymphangitidis]]', 'CIP 55.85', '""Pasteurella pseudotuberculosis"" (Pfeiffer 1889) Topley and Wilson 1929', 'Yersinia pseudotuberculosis', 'Shigella pseudotuberculosis', 'strain A82 [[Pasteurella lymphangitidis]]', 'strain Jayaraman strain I [[Pasteurella lymphangitidis]]', 'DSM 8992', 'NCTC 10547 [[Pasteurella lymphangitidis]]', 'Pasteurella lymphangitidis Sneath and Stevens 1990', 'CIP 103823 [[Pasteurella lymphangitidis]]', 'JCM 1676', 'Pasteurella pseudotuberculosis', '""Shigella pseudotuberculosis"" (Pfeiffer 1889) Haupt 1935', 'Bacterium pseudotuberculosis', 'NCTC 10275', 'CCUG 27188 [[Pasteurella lymphangitidis]]', 'Yersinia pseudotuberculosis (Pfeiffer 1889) Smith and Thal 1965 (Approved Lists 1980)', 'ATCC 49635 [[Pasteurella lymphangitidis]]', '""Bacterium pseudotuberculosis"" (Pfeiffer 1889) Migula 1900', 'Pasteurella lymphangitidis', 'Bacillus pseudotuberkulosis', 'ATCC 29833', 'CCUG 5855', '""Bacillus pseudotuberkulosis"" (sic) Pfeiffer 1889']",1.0,20148898
OntoBiotope,T11,['OBT:000061'],['cell types grown in culture'],['OBT:000061'],['cell'],1.0,20148898
NCBI_Taxonomy,T12,['633'],['Y. pseudotuberculosis'],['633'],"['DSM 22972 [[Pasteurella lymphangitidis]]', 'CIP 55.85', '""Pasteurella pseudotuberculosis"" (Pfeiffer 1889) Topley and Wilson 1929', 'Yersinia pseudotuberculosis', 'Shigella pseudotuberculosis', 'strain A82 [[Pasteurella lymphangitidis]]', 'strain Jayaraman strain I [[Pasteurella lymphangitidis]]', 'DSM 8992', 'NCTC 10547 [[Pasteurella lymphangitidis]]', 'Pasteurella lymphangitidis Sneath and Stevens 1990', 'CIP 103823 [[Pasteurella lymphangitidis]]', 'JCM 1676', 'Pasteurella pseudotuberculosis', '""Shigella pseudotuberculosis"" (Pfeiffer 1889) Haupt 1935', 'Bacterium pseudotuberculosis', 'NCTC 10275', 'CCUG 27188 [[Pasteurella lymphangitidis]]', 'Yersinia pseudotuberculosis (Pfeiffer 1889) Smith and Thal 1965 (Approved Lists 1980)', 'ATCC 49635 [[Pasteurella lymphangitidis]]', '""Bacterium pseudotuberculosis"" (Pfeiffer 1889) Migula 1900', 'Pasteurella lymphangitidis', 'Bacillus pseudotuberkulosis', 'ATCC 29833', 'CCUG 5855', '""Bacillus pseudotuberkulosis"" (sic) Pfeiffer 1889']",1.0,20148898
OntoBiotope,T13,['OBT:000801'],"[""professional phagocytes in Peyer's patches""]",['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T14,"['OBT:001184', 'OBT:000334']","[""Peyer's patches"", ""Peyer's patches""]","['OBT:001184', 'OBT:000334']","['lower gastrointestinal tract part', 'lymphatic system part']",1.0,20148898
OntoBiotope,T15,['OBT:000718'],['mesenteric lymph nodes'],['OBT:000718'],['lymph node'],1.0,20148898
OntoBiotope,T16,['OBT:000890'],['spleen'],['OBT:000890'],['spleen'],1.0,20148898
OntoBiotope,T17,['OBT:001623'],['B cells'],['OBT:001623'],['lymphocyte'],1.0,20148898
OntoBiotope,T18,['OBT:001623'],['T cells'],['OBT:001623'],['lymphocyte'],1.0,20148898
OntoBiotope,T19,['OBT:000801'],['professional phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T20,['OBT:003004'],['neutrophils'],['OBT:003004'],['neutrophil'],1.0,20148898
OntoBiotope,T21,['OBT:000801'],['cells with translocated Yops'],['OBT:000801'],['phagocyte'],1.0,20148898
NCBI_Taxonomy,T22,['633'],['Y. pseudotuberculosis'],['633'],"['DSM 22972 [[Pasteurella lymphangitidis]]', 'CIP 55.85', '""Pasteurella pseudotuberculosis"" (Pfeiffer 1889) Topley and Wilson 1929', 'Yersinia pseudotuberculosis', 'Shigella pseudotuberculosis', 'strain A82 [[Pasteurella lymphangitidis]]', 'strain Jayaraman strain I [[Pasteurella lymphangitidis]]', 'DSM 8992', 'NCTC 10547 [[Pasteurella lymphangitidis]]', 'Pasteurella lymphangitidis Sneath and Stevens 1990', 'CIP 103823 [[Pasteurella lymphangitidis]]', 'JCM 1676', 'Pasteurella pseudotuberculosis', '""Shigella pseudotuberculosis"" (Pfeiffer 1889) Haupt 1935', 'Bacterium pseudotuberculosis', 'NCTC 10275', 'CCUG 27188 [[Pasteurella lymphangitidis]]', 'Yersinia pseudotuberculosis (Pfeiffer 1889) Smith and Thal 1965 (Approved Lists 1980)', 'ATCC 49635 [[Pasteurella lymphangitidis]]', '""Bacterium pseudotuberculosis"" (Pfeiffer 1889) Migula 1900', 'Pasteurella lymphangitidis', 'Bacillus pseudotuberkulosis', 'ATCC 29833', 'CCUG 5855', '""Bacillus pseudotuberkulosis"" (sic) Pfeiffer 1889']",1.0,20148898
OntoBiotope,T23,['OBT:000801'],['cells'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T24,['OBT:000320'],['isolated splenocytes'],['OBT:000320'],['immune cell'],1.0,20148898
OntoBiotope,T25,['OBT:000801'],['professional phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T26,['OBT:000801'],['professional phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T27,['OBT:000320'],['isolated splenocytes'],['OBT:000320'],['immune cell'],1.0,20148898
OntoBiotope,T28,['OBT:000801'],['cells'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T29,['OBT:000801'],['professional phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
NCBI_Taxonomy,T30,['633'],['Y. pseudotuberculosis'],['633'],"['DSM 22972 [[Pasteurella lymphangitidis]]', 'CIP 55.85', '""Pasteurella pseudotuberculosis"" (Pfeiffer 1889) Topley and Wilson 1929', 'Yersinia pseudotuberculosis', 'Shigella pseudotuberculosis', 'strain A82 [[Pasteurella lymphangitidis]]', 'strain Jayaraman strain I [[Pasteurella lymphangitidis]]', 'DSM 8992', 'NCTC 10547 [[Pasteurella lymphangitidis]]', 'Pasteurella lymphangitidis Sneath and Stevens 1990', 'CIP 103823 [[Pasteurella lymphangitidis]]', 'JCM 1676', 'Pasteurella pseudotuberculosis', '""Shigella pseudotuberculosis"" (Pfeiffer 1889) Haupt 1935', 'Bacterium pseudotuberculosis', 'NCTC 10275', 'CCUG 27188 [[Pasteurella lymphangitidis]]', 'Yersinia pseudotuberculosis (Pfeiffer 1889) Smith and Thal 1965 (Approved Lists 1980)', 'ATCC 49635 [[Pasteurella lymphangitidis]]', '""Bacterium pseudotuberculosis"" (Pfeiffer 1889) Migula 1900', 'Pasteurella lymphangitidis', 'Bacillus pseudotuberkulosis', 'ATCC 29833', 'CCUG 5855', '""Bacillus pseudotuberkulosis"" (sic) Pfeiffer 1889']",1.0,20148898
OntoBiotope,T31,['OBT:000801'],['cells'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T32,['OBT:000801'],['phagocytes'],['OBT:000801'],['phagocyte'],1.0,20148898
OntoBiotope,T33,['OBT:000801'],['cell'],['OBT:000801'],['phagocyte'],1.0,20148898
NCBI_Taxonomy,T3,['668'],['Vibrio fischeri'],['668'],"['""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897', 'Vibrio fischeri (Beijerinck 1889) Lehmann and Neumann 1896 (Approved Lists 1980)', 'Photobacterium fischeri (Beijerinck 1889) Reichelt and Baumann 1973 (Approved Lists 1980)', 'DSM 507', 'Photobacterium fischeri', '""Bacillus fischeri"" (Beijerinck 1889) Trevisan 1889', 'NCCB 76033', 'CIP 103206', 'Achromobacter fischeri', 'NRRL B-761', '""Photobacterium fischeri"" Beijerinck 1889', 'CAIM 329', 'Aliivibrio fischeri', 'Vibrio fischeri', 'NCCB 80039', '""Bacillus phosphorescens indigenus"" Eisenberg 1891', '""Microspira fischeri"" (Beijerinck 1889) Chester 1901', '""Vibrio noctiluca"" Weisglass and Skreb 1963', 'Bacillus fischeri', 'Aliivibrio fischeri (Beijerinck 1889) Urbanczyk et al. 2007', '""Microspira marina"" (Russell 1892) Migula 1900', '""Achromobacter fischeri"" (Beijerinck 1889) Bergey et al. 1930', '""Einheimischer Leuchtbacillus"" Fischer 1888', 'Vibrio noctiluca', 'LMG:4414', 'Einheimischer Leuchtbacillus', 'Bacillus phosphorescens indigenus', 'ATCC 7744', 'LMG 4414', 'Microspira marina', 'Microspira fischeri', 'CCUG 13450', 'NCIMB 1281']",1.0,21498521
NCBI_Taxonomy,T4,['668'],['Vibrio fischeri'],['668'],"['""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897', 'Vibrio fischeri (Beijerinck 1889) Lehmann and Neumann 1896 (Approved Lists 1980)', 'Photobacterium fischeri (Beijerinck 1889) Reichelt and Baumann 1973 (Approved Lists 1980)', 'DSM 507', 'Photobacterium fischeri', '""Bacillus fischeri"" (Beijerinck 1889) Trevisan 1889', 'NCCB 76033', 'CIP 103206', 'Achromobacter fischeri', 'NRRL B-761', '""Photobacterium fischeri"" Beijerinck 1889', 'CAIM 329', 'Aliivibrio fischeri', 'Vibrio fischeri', 'NCCB 80039', '""Bacillus phosphorescens indigenus"" Eisenberg 1891', '""Microspira fischeri"" (Beijerinck 1889) Chester 1901', '""Vibrio noctiluca"" Weisglass and Skreb 1963', 'Bacillus fischeri', 'Aliivibrio fischeri (Beijerinck 1889) Urbanczyk et al. 2007', '""Microspira marina"" (Russell 1892) Migula 1900', '""Achromobacter fischeri"" (Beijerinck 1889) Bergey et al. 1930', '""Einheimischer Leuchtbacillus"" Fischer 1888', 'Vibrio noctiluca', 'LMG:4414', 'Einheimischer Leuchtbacillus', 'Bacillus phosphorescens indigenus', 'ATCC 7744', 'LMG 4414', 'Microspira marina', 'Microspira fischeri', 'CCUG 13450', 'NCIMB 1281']",1.0,21498521
OntoBiotope,T5,['OBT:000055'],['bioluminescent'],['OBT:000055'],['bioluminescent'],1.0,21498521
OntoBiotope,T6,['OBT:000338'],['marine'],['OBT:000338'],['marine environment'],1.0,21498521
OntoBiotope,T7,['OBT:003183'],['exclusive symbiotic relationship'],['OBT:003183'],['animal obligate symbiont'],1.0,21498521
OntoBiotope,T8,['OBT:003123'],['Hawaiian bobtail squid'],['OBT:003123'],['Euprymna scolopes'],1.0,21498521
OntoBiotope,T9,['OBT:003123'],['Euprymna scolopes'],['OBT:003123'],['Euprymna scolopes'],1.0,21498521
OntoBiotope,T10,['OBT:000708'],['light organ'],['OBT:000708'],['light organ'],1.0,21498521
NCBI_Taxonomy,T11,['668'],['V. fischeri'],['668'],"['""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897', 'Vibrio fischeri (Beijerinck 1889) Lehmann and Neumann 1896 (Approved Lists 1980)', 'Photobacterium fischeri (Beijerinck 1889) Reichelt and Baumann 1973 (Approved Lists 1980)', 'DSM 507', 'Photobacterium fischeri', '""Bacillus fischeri"" (Beijerinck 1889) Trevisan 1889', 'NCCB 76033', 'CIP 103206', 'Achromobacter fischeri', 'NRRL B-761', '""Photobacterium fischeri"" Beijerinck 1889', 'CAIM 329', 'Aliivibrio fischeri', 'Vibrio fischeri', 'NCCB 80039', '""Bacillus phosphorescens indigenus"" Eisenberg 1891', '""Microspira fischeri"" (Beijerinck 1889) Chester 1901', '""Vibrio noctiluca"" Weisglass and Skreb 1963', 'Bacillus fischeri', 'Aliivibrio fischeri (Beijerinck 1889) Urbanczyk et al. 2007', '""Microspira marina"" (Russell 1892) Migula 1900', '""Achromobacter fischeri"" (Beijerinck 1889) Bergey et al. 1930', '""Einheimischer Leuchtbacillus"" Fischer 1888', 'Vibrio noctiluca', 'LMG:4414', 'Einheimischer Leuchtbacillus', 'Bacillus phosphorescens indigenus', 'ATCC 7744', 'LMG 4414', 'Microspira marina', 'Microspira fischeri', 'CCUG 13450', 'NCIMB 1281']",1.0,21498521
OntoBiotope,T12,['OBT:000708'],"[""juvenile squid's light organ""]",['OBT:000708'],['light organ'],1.0,21498521
OntoBiotope,T13,"['OBT:003123', 'OBT:001849']","['juvenile squid', 'juvenile squid']","['OBT:003123', 'OBT:001849']","['Euprymna scolopes', 'young animal']",1.0,21498521
NCBI_Taxonomy,T14,['312309'],['V. fischeri ES114'],['312309'],"['Vibrio fischeri strain ES114', 'Vibrio fischeri str. ES114', 'Aliivibrio fischeri ES114', 'Vibrio fischeri ES114']",1.0,21498521
OntoBiotope,T15,['OBT:000007'],['microheterogeneous mixture of mono- and diphosphorylated diglucosamine disaccharides'],['OBT:000007'],['experimental medium'],1.0,21498521
NCBI_Taxonomy,T16,['668'],['V. fischeri'],['668'],"['""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897', 'Vibrio fischeri (Beijerinck 1889) Lehmann and Neumann 1896 (Approved Lists 1980)', 'Photobacterium fischeri (Beijerinck 1889) Reichelt and Baumann 1973 (Approved Lists 1980)', 'DSM 507', 'Photobacterium fischeri', '""Bacillus fischeri"" (Beijerinck 1889) Trevisan 1889', 'NCCB 76033', 'CIP 103206', 'Achromobacter fischeri', 'NRRL B-761', '""Photobacterium fischeri"" Beijerinck 1889', 'CAIM 329', 'Aliivibrio fischeri', 'Vibrio fischeri', 'NCCB 80039', '""Bacillus phosphorescens indigenus"" Eisenberg 1891', '""Microspira fischeri"" (Beijerinck 1889) Chester 1901', '""Vibrio noctiluca"" Weisglass and Skreb 1963', 'Bacillus fischeri', 'Aliivibrio fischeri (Beijerinck 1889) Urbanczyk et al. 2007', '""Microspira marina"" (Russell 1892) Migula 1900', '""Achromobacter fischeri"" (Beijerinck 1889) Bergey et al. 1930', '""Einheimischer Leuchtbacillus"" Fischer 1888', 'Vibrio noctiluca', 'LMG:4414', 'Einheimischer Leuchtbacillus', 'Bacillus phosphorescens indigenus', 'ATCC 7744', 'LMG 4414', 'Microspira marina', 'Microspira fischeri', 'CCUG 13450', 'NCIMB 1281']",1.0,21498521
OntoBiotope,T17,['OBT:003123'],['E. scolopes'],['OBT:003123'],['Euprymna scolopes'],1.0,21498521
OntoBiotope,T18,['OBT:003183'],['symbiotic'],['OBT:003183'],['animal obligate symbiont'],1.0,21498521
